TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,Urban_rural_code,R_birth_2018,R_death_2018,POVALL_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
63406,8198,8760,7638,7733,7992,8477,7425,4832,2351,57609,1018,1622,1049,41,2067,3,11.1,10.3,10027,47363,25899,962,100.6,207.6,188.2,1.851377568,24938,4384,4711,6089,1577,18587
48342,7217,7111,6454,5966,5664,6248,5140,3041,1501,21006,26118,186,325,30,677,2,14.4,11.1,9056,42606,20542,925,90.5,207.6,188.2,1.411527212,19099,3077,3347,5577,1311,13472
16676,2105,2190,1953,1904,2069,2246,2011,1471,727,12415,3817,69,126,8,241,6,12.6,12.4,2940,41214,7131,310,87.5,207.6,188.2,0.486918783,6793,1261,1340,1945,478,5044
7182,785,890,773,773,753,969,1071,734,434,4020,2969,45,17,4,127,6,10.5,11.3,1442,37259,2687,124,79.1,207.6,188.2,0.209705607,3112,614,607,1011,244,2281
11512,1603,1597,1258,1296,1208,1508,1570,959,513,5681,5531,49,73,17,161,6,12.9,15.0,2780,36132,5196,247,76.7,207.6,188.2,0.336136305,5012,996,1056,1656,403,3699
18328,2141,2526,3060,2015,1982,2280,2081,1371,872,12733,5136,101,124,6,228,6,12.0,11.1,3391,42494,7369,388,90.2,207.6,188.2,0.53515516,6769,1287,1331,2005,508,4648
124806,15532,17444,24017,16600,14900,14338,11670,6976,3329,104282,15190,848,1633,98,2755,3,12.2,7.2,18571,53882,59460,2016,114.4,207.6,188.2,3.644182393,41457,6488,7097,9939,2543,31208
17810,2096,2406,2082,2033,2127,2435,2235,1498,898,16839,172,255,186,35,323,6,10.0,10.8,3202,43696,7140,266,92.8,207.6,188.2,0.520030194,6776,1481,1603,1979,517,5124
12269,1257,1509,1144,1156,1318,1702,1926,1470,787,11830,82,96,40,2,219,6,7.5,16.2,2481,35630,4613,192,75.7,207.6,188.2,0.358239778,5201,1269,1305,1600,430,3539
99154,10806,11211,11011,10944,11125,13137,14462,10717,5741,86303,8666,756,868,69,2492,4,10.8,13.7,19844,43610,39146,1651,92.6,207.6,188.2,2.8951754,35568,8198,8149,11133,2980,24952
18188,2099,2379,2101,2223,2358,2590,2164,1538,736,17220,508,95,74,12,279,3,10.0,10.1,2353,52050,8062,259,110.5,207.6,188.2,0.531067331,6338,1231,1268,1664,437,4796
45325,6048,6090,5864,5771,5953,5821,4854,3285,1639,43150,830,277,182,181,705,5,12.6,11.1,7361,46512,19064,691,98.8,207.6,188.2,1.323434506,16336,2936,3272,4056,1061,11978
21741,3196,2928,2522,2351,2444,2926,2627,1760,987,14370,6569,152,119,42,489,6,14.4,10.7,4424,38682,9555,353,82.1,207.6,188.2,0.634810581,8530,1681,1733,2676,655,6308
33701,3560,4081,4317,4096,4320,4640,4393,2882,1412,28803,3812,217,139,24,706,5,10.2,11.2,5844,47205,13466,527,100.2,207.6,188.2,0.984027938,12164,2562,2728,3642,937,9054
13341,1910,1860,1529,1568,1489,1774,1519,1069,623,9992,2803,209,75,15,247,6,12.6,12.3,2271,40199,5717,205,85.4,207.6,188.2,0.389540866,4958,1000,1055,1507,384,3819
37678,4962,5157,4540,4528,4604,4825,4469,2905,1688,35447,881,306,305,87,652,5,12.1,11.3,5302,45596,15560,662,96.8,207.6,188.2,1.100151469,12752,2658,2867,3520,964,9595
13593,1247,1442,1407,1439,1574,1965,1995,1587,937,12915,281,117,71,2,207,6,8.4,14.2,2358,37828,4599,270,80.3,207.6,188.2,0.396898957,5660,1276,1281,1662,438,3857
16811,1863,1824,2305,2266,2126,2268,2075,1399,685,13274,2979,122,87,33,316,6,12.0,12.5,3732,36573,5430,356,77.7,207.6,188.2,0.490860617,7057,1408,1579,2070,520,5211
68114,8180,9026,9490,8224,7736,8990,8632,5116,2720,27331,38912,283,590,78,920,4,12.4,12.1,13900,38596,26582,1484,82.0,207.6,188.2,1.988845404,27960,4866,5096,8680,2089,22392
26742,3645,3790,3366,3317,3048,3527,3017,2009,1023,24533,613,313,664,36,583,6,13.4,9.3,5761,39381,9972,473,83.6,207.6,188.2,0.780833658,9997,2038,2205,2827,730,7245
6682,648,712,780,616,742,1023,981,769,411,4091,2424,38,35,5,89,6,11.6,14.4,1498,35527,2366,131,75.4,207.6,188.2,0.195106219,2947,633,636,975,246,2110
16434,1930,2164,2118,1787,1879,2224,1969,1486,877,15845,198,97,53,6,235,6,11.5,15.3,2776,40308,6589,269,85.6,207.6,188.2,0.479852679,6313,1321,1388,1759,461,4731
8985,888,921,1272,1214,1193,1170,1078,789,460,3884,4868,53,53,2,125,6,9.0,12.9,3098,28080,2776,141,59.6,207.6,188.2,0.262350999,4256,821,851,1381,335,3188
13383,1146,1416,2218,2164,1854,1820,1329,897,539,9009,4074,71,43,1,185,4,7.7,11.5,2647,44951,3867,174,95.4,207.6,188.2,0.390767214,5953,998,1076,1552,378,4631
12326,1475,1522,1377,1349,1503,1661,1660,1225,554,9303,2445,205,58,9,306,4,12.6,13.8,1942,43559,5196,289,92.5,207.6,188.2,0.359904109,4819,979,1013,1445,363,3489
21737,2487,2723,2481,2348,2677,3239,2819,1960,1003,20211,337,252,522,5,410,6,12.6,13.4,3950,41471,8396,353,88.1,207.6,188.2,0.634693786,8209,1790,1929,2401,629,5636
73657,10215,10482,9400,10474,9745,9377,7416,4464,2084,66146,4675,522,689,59,1566,3,12.8,9.3,8651,56651,32766,1087,120.3,207.6,188.2,2.150694217,25439,3985,4377,5913,1518,18854
16481,2112,2148,1840,1854,1939,2296,2210,1399,683,15535,149,279,133,83,302,3,14.8,8.6,3002,42674,7213,213,90.6,207.6,188.2,0.481225021,5957,1336,1463,1833,465,4226
16722,1687,1673,1429,1494,1612,2464,3168,2257,938,15989,94,158,112,10,359,6,10.2,16.6,3082,36581,6237,269,77.7,207.6,188.2,0.488261926,7059,1720,1733,2232,585,4517
43592,5774,5478,5632,5539,5366,5724,5050,3309,1720,31106,11002,367,219,31,867,4,13.0,10.7,9228,42162,18772,950,89.5,207.6,188.2,1.272833028,15586,3089,3287,4719,1195,12384
41239,5798,5981,5535,5045,4729,5447,4666,2608,1430,25478,14724,185,202,13,637,5,14.1,12.3,10325,36718,16515,995,78.0,207.6,188.2,1.204128309,17794,2959,3341,5006,1179,13112
6900,850,747,756,660,703,1030,1064,663,427,3887,2762,48,50,0,153,6,12.3,17.1,1769,32922,2627,119,69.9,207.6,188.2,0.201471552,3081,673,708,1080,263,2261
8924,834,988,850,731,938,1455,1403,1130,595,8374,72,119,143,3,213,6,9.4,16.4,1649,38318,2890,146,81.4,207.6,188.2,0.260569874,3677,909,922,1159,306,2470
8326,1022,1044,895,879,974,1178,1138,756,440,5528,2578,34,44,2,140,6,12.5,12.1,1738,37626,3485,128,79.9,207.6,188.2,0.243109006,3672,694,705,1104,266,2713
7805,748,908,750,779,796,1101,1311,983,429,7438,45,100,31,1,190,5,9.2,13.0,1340,36078,3200,112,76.6,207.6,188.2,0.227896444,3419,740,754,968,249,2307
23606,2799,2983,2565,2616,2635,3292,3528,1973,1215,13380,9487,110,110,10,509,5,9.9,14.4,5410,37624,9301,454,79.9,207.6,188.2,0.689266298,9916,1999,2036,3310,796,7563
10352,1229,1299,1086,1141,1300,1482,1389,926,500,9789,210,100,34,3,216,3,11.1,13.1,1502,45342,4071,177,96.3,207.6,188.2,0.302265725,4008,852,913,1140,298,2878
18029,2606,2483,2182,1823,1829,2377,2459,1470,800,6446,11186,65,90,2,240,5,15.2,14.4,6301,29945,6202,406,63.6,207.6,188.2,0.526424726,7524,1501,1562,2703,657,5915
10673,1201,1327,1172,1142,1413,1486,1462,949,521,9891,364,123,82,4,209,6,9.9,12.1,1856,41534,4078,177,88.2,207.6,188.2,0.311638532,4155,886,928,1212,312,2845
23974,3194,3089,3069,2717,2906,3232,2799,2033,935,21362,2020,98,71,9,414,4,13.7,14.0,5592,37370,9874,395,79.4,207.6,188.2,0.700011447,9903,1871,2119,2648,672,7012
20049,2416,2599,2095,1988,2264,2652,2842,2156,1037,18778,127,425,207,10,502,6,11.8,14.1,3962,39048,7670,333,82.9,207.6,188.2,0.585406253,7904,1863,1911,2422,635,5450
64000,8000,9246,10143,7692,7157,8018,6744,4580,2420,58973,2155,608,806,58,1400,5,12.5,9.1,9647,45788,27702,1296,97.2,207.6,188.2,1.868721641,24005,4202,4591,6208,1553,16777
8074,874,887,839,836,904,1192,1134,873,535,6970,949,34,11,6,104,6,9.3,13.4,1254,43245,3429,139,91.8,207.6,188.2,0.235750915,3271,726,731,974,257,2236
392680,51510,48083,55600,54504,47640,49288,46241,25788,14026,225615,147401,1768,9149,209,8538,3,13.0,9.6,64312,49957,182612,6598,106.1,207.6,188.2,11.46577522,141823,23077,22960,38634,9669,104680
17948,2335,2295,2116,2107,2034,2346,2203,1546,966,17047,183,110,73,233,302,6,12.7,14.4,3050,37799,6890,285,80.3,207.6,188.2,0.524059625,7062,1485,1594,1989,523,4902
25439,3021,2886,3415,3830,3304,3212,3059,1810,902,11188,13468,200,162,17,404,5,12.0,12.3,7586,33257,7891,429,70.6,207.6,188.2,0.742787654,11803,1993,2071,3458,812,9500
121421,14783,15943,13960,16346,15799,15616,14115,10217,4642,107297,9788,762,1626,84,1864,3,10.9,8.7,11695,63677,55923,1793,135.2,207.6,188.2,3.545344537,45316,7365,7386,10013,2667,29823
10319,1242,1359,1153,1086,1149,1523,1300,1028,479,9389,70,279,338,5,238,6,10.6,11.7,2054,35826,4219,161,76.1,207.6,188.2,0.301302166,3999,952,1023,1305,329,2868
7958,866,925,732,786,881,1147,1220,904,497,7569,43,125,32,2,187,6,11.6,14.0,1912,31659,2829,128,67.2,207.6,188.2,0.232363857,3172,789,815,1016,266,2121
127753,16636,16971,17392,16164,15455,16730,14573,8980,4852,104707,8838,3076,6051,269,4812,3,13.2,9.9,19527,46843,55032,2043,99.5,207.6,188.2,3.730231185,48048,8558,9303,13439,3284,36558
17139,2726,2599,2266,1990,2097,2029,1733,1086,613,15104,711,570,110,188,456,6,16.3,8.6,3402,44100,5290,259,93.6,207.6,188.2,0.500437816,5481,1147,1230,1756,436,4293
17366,1855,2064,1708,1603,1928,2327,2640,2100,1141,16576,159,174,96,12,349,6,10.4,13.8,3541,36032,5522,276,76.5,207.6,188.2,0.507065938,7361,1831,1885,2328,616,5421
12457,1236,1385,1171,1150,1261,1786,2009,1636,823,11994,54,116,58,5,230,6,9.4,13.3,2497,34009,4583,218,72.2,207.6,188.2,0.363729148,5747,1342,1362,1661,449,4065
39126,5171,5102,4550,4669,4627,5248,5038,3036,1685,25071,12869,213,280,22,671,5,12.2,13.9,7000,45335,15074,886,96.3,207.6,188.2,1.142431296,13626,2764,2824,4397,1096,10665
16603,1677,1979,1446,1646,1842,2326,2576,1996,1115,15970,106,166,61,4,296,6,8.6,15.4,2685,40486,5610,311,86.0,207.6,188.2,0.484787272,6700,1607,1637,2097,552,4872
236961,32313,35007,44133,33554,27795,25169,20515,12196,6279,205293,8708,3690,6355,6132,6783,3,13.9,6.6,34741,50893,119378,3191,108.1,207.6,188.2,6.918971075,76903,12343,12667,18103,4704,57892
78727,9685,11265,11284,9372,9412,10229,8533,5911,3036,72297,3599,516,669,57,1589,5,11.4,10.3,12505,44811,32308,1478,95.2,207.6,188.2,2.29873201,30443,5173,5662,7478,1891,22532
6490,781,761,700,639,769,898,936,649,357,4600,1705,37,18,5,125,6,12.5,15.0,1509,34306,2695,134,72.8,207.6,188.2,0.189500054,2713,583,609,887,221,1891
21535,2825,2972,2501,2410,2686,2960,2533,1665,983,20259,422,234,282,16,322,5,13.1,10.9,3453,41729,8148,357,88.6,207.6,188.2,0.628795633,7983,1662,1713,2329,594,5864
1666753,192141,188940,236999,275770,232199,214392,173977,96108,56227,828966,185930,17973,529210,15870,88804,1,11.5,6.7,147394,101744,822769,25446,135.2,279.6,243.8,15.12661846,414168,62250,58323,124443,33226,309873
1101,80,139,115,90,110,184,218,114,51,770,1,263,22,0,45,6,7.2,5.4,190,55384,522,25,73.6,279.6,243.8,0.009992127,397,89,90,130,37,268
39383,3202,3360,3760,4496,4754,5837,6833,4868,2273,35312,1061,913,685,104,1308,6,7.6,11.0,4130,58515,14117,589,77.8,279.6,243.8,0.357420454,14753,2816,2736,4054,1197,9739
231256,25535,28630,41860,26995,23656,26548,29388,18152,10492,198672,4178,5728,11435,662,10581,4,10.8,10.4,42016,50945,97619,5093,67.7,279.6,243.8,2.098764051,75253,13119,13660,19770,5984,58474
45602,3978,4533,4146,4534,4494,6856,8630,5830,2601,41594,448,884,791,115,1770,6,8.4,11.8,5454,62984,20506,845,83.7,279.6,243.8,0.413860995,14980,3253,3186,4613,1399,10076
21627,3161,3330,2872,2808,2477,2571,2271,1387,750,19721,270,600,357,128,551,6,14.5,5.5,2350,57249,9551,1418,76.1,279.6,243.8,0.196275859,6484,1111,1121,1926,537,4795
1150215,135747,150421,139695,152889,157236,161025,130920,78627,43655,753341,109696,11706,207246,6723,61503,2,10.5,7.4,88980,101463,546778,17792,134.8,279.6,243.8,10.43877734,300047,47805,46118,87571,24756,205688
27828,3219,3167,3509,4064,3237,3581,3787,2169,1095,21808,984,2594,875,55,1512,5,11.1,10.1,5065,48518,9412,549,64.5,279.6,243.8,0.252553041,9425,1817,2004,2790,799,6966
190678,18868,22905,19203,20697,22704,29706,30396,17680,8519,169435,1996,2542,8961,433,7311,2,8.5,9.0,15401,81869,88319,3270,108.8,279.6,243.8,1.730498373,56675,10377,10133,15421,4715,40660
994400,157876,151278,151181,139138,114384,109615,89484,51600,29844,762683,57839,29536,109851,2739,31752,3,15.0,7.3,208627,52318,414926,33427,69.5,279.6,243.8,9.024678158,292272,47503,47342,85769,23776,238715
28047,4094,4078,3680,3476,3052,3469,3169,1944,1085,25003,382,886,870,51,855,6,13.0,7.8,4271,47365,11944,835,62.9,279.6,243.8,0.254540576,8369,1551,1635,2494,717,6302
136373,14460,16298,22490,17775,15790,15857,18385,10208,5110,113693,1959,8614,3899,456,7752,5,10.6,10.0,27002,49471,60782,2245,65.7,279.6,243.8,1.237653293,39310,7805,8420,11402,3567,28870
181827,29512,27549,27304,24698,20330,19793,16393,10002,6246,163760,6122,4548,3887,365,3145,4,15.7,5.7,37014,46633,58200,12855,62.0,279.6,243.8,1.650171114,59814,8852,7929,18521,4881,47343
17987,2094,1947,1721,2173,1880,2455,2823,1733,1161,14396,210,2426,296,30,629,6,9.7,10.7,2172,53793,8388,337,71.5,279.6,243.8,0.163241036,5836,1139,1102,1676,502,3906
896764,143957,140031,139211,127165,104687,99523,77675,43294,21221,738176,56081,23649,48101,2531,28226,3,15.0,7.0,177021,51586,356132,30865,68.6,279.6,243.8,8.138582546,292189,42090,45020,78504,20771,214228
151366,23256,21654,26099,23433,18660,16232,11602,6634,3796,122615,10978,4803,6836,525,5609,4,14.8,6.0,25481,58255,53384,4481,77.4,279.6,243.8,1.373722279,46947,6652,6984,12751,3412,37647
64382,7550,7157,6693,7197,6829,8928,10336,6668,3024,56154,1320,2830,887,199,2992,5,11.5,12.8,11689,45086,27594,1522,59.9,279.6,243.8,0.584298903,21992,4675,4927,6847,2028,15268
30802,2987,2954,5363,5067,4196,3732,3469,1997,1037,24988,2558,1315,478,278,1185,5,9.6,7.7,3653,57705,9425,474,76.7,279.6,243.8,0.279543581,9937,1710,1891,2608,762,7329
10105518,1208253,1239139,1557073,1501844,1350076,1306003,1014325,572530,356275,7151444,906467,145254,1551894,37200,313259,1,11.8,6.8,1409155,67986,4896512,239829,90.3,279.6,243.8,91.71263834,2877316,434790,434075,952335,237766,2097906
157672,24084,23384,22306,20918,18691,17774,15988,9742,4785,135594,6703,6978,3927,461,4009,4,14.9,6.6,30201,53632,57212,4316,71.3,279.6,243.8,1.430952388,51784,8205,8657,14552,4039,37501
259666,25636,31476,22566,26073,36185,40421,37427,25714,14168,221914,7321,2558,16847,688,10338,2,8.2,7.7,16742,122933,137748,3363,163.4,279.6,243.8,2.356599033,61566,12652,11266,19071,6111,44457
17471,1536,1550,1817,1767,1653,2594,3222,2211,1121,15617,220,594,301,34,705,6,8.4,9.0,2569,51402,7257,406,68.3,279.6,243.8,0.158558077,5686,1327,1275,1843,561,3851
87606,10365,10228,9423,10359,10207,10981,13534,8602,3907,75494,951,5537,1945,220,3459,5,11.5,10.0,15140,51386,38151,1564,68.3,279.6,243.8,0.795068337,26895,5676,5888,8749,2543,19635
274765,43740,47052,41926,36810,31673,29795,23046,13374,7349,225371,10929,6913,21743,1053,8756,3,14.8,6.4,56863,56169,105834,9574,74.6,279.6,243.8,2.493630022,90230,12913,13508,24850,6602,70486
8777,932,910,843,898,908,1162,1520,1095,509,7751,119,439,113,29,326,6,11.1,13.0,1631,45227,2939,240,60.1,279.6,243.8,0.079655672,3110,714,725,994,297,2114
14250,1393,1528,2009,2035,1818,2099,2014,951,403,12879,115,426,314,48,468,6,9.0,3.2,1312,66499,8196,328,88.4,279.6,243.8,0.129325889,4155,713,731,1112,328,3225
435594,63650,62929,61887,60805,53314,50265,43302,24484,14958,360356,15215,11351,29494,2682,16496,3,13.8,6.2,55614,69665,210010,14047,92.6,279.6,243.8,3.953233767,119010,20306,20253,36143,10298,90415
139417,14850,17333,17095,17426,17834,18981,17612,11427,6859,116845,3436,1745,12240,567,4584,4,9.7,9.5,11829,85624,72366,2181,113.8,279.6,243.8,1.265279118,38332,6960,6530,11153,3299,27875
99696,8919,9875,8796,10804,10748,13917,18652,12140,5845,93094,600,1260,1417,199,3126,5,7.6,9.5,10171,66681,47176,1694,88.6,279.6,243.8,0.904791144,30103,6567,6179,8799,2857,18260
3185968,375647,405046,453720,427482,426230,439796,335974,201400,120673,2278624,67789,32905,681242,12403,113005,1,11.6,6.7,330559,89373,1577885,47541,118.8,279.6,243.8,28.91425565,795595,137712,126211,250520,68201,537231
393149,45164,50753,41508,48228,51793,53349,48814,34480,19060,331535,7374,4210,31619,1044,17367,2,9.5,8.5,27596,89175,179376,5837,118.5,279.6,243.8,3.568024128,92018,18030,17509,27480,8691,66644
18804,1690,1871,1640,1907,1731,2703,3784,2466,1012,17071,191,591,219,28,704,6,8.5,12.5,2317,55079,7260,588,73.2,279.6,243.8,0.17065572,5836,1336,1293,1864,573,4033
2450758,328198,357333,345704,328928,305389,299674,241545,156929,87058,1954479,177121,46871,173695,11005,87587,1,12.5,7.3,307511,66793,1044563,47808,88.8,279.6,243.8,22.24185659,700860,110912,111414,215186,57180,528374
1540975,199957,198773,220523,228253,192362,194261,162670,91664,52512,970616,167528,23734,260762,19726,98609,1,12.6,7.8,217138,69475,683494,26948,92.3,279.6,243.8,13.9851201,435403,68109,70125,123474,34526,333110
61537,8382,9125,8227,8463,7839,8110,6221,3349,1821,54070,935,1896,2222,269,2145,2,12.9,5.5,5294,80063,29308,1561,106.4,279.6,243.8,0.558479103,16694,2562,2544,4857,1332,12936
2171603,313371,319398,340133,302440,268000,262251,203132,108068,54810,1666544,204553,44935,168410,10339,76822,2,14.1,6.9,317514,63310,922251,38779,84.1,279.6,243.8,19.70838512,725284,93262,95615,204266,49429,554966
3343364,409094,404237,538232,504704,417723,412056,341224,197656,118438,2522987,184779,44035,420909,19678,150976,1,12.5,6.9,372148,78777,1539530,52663,104.7,279.6,243.8,30.3427032,893601,139723,133740,251137,70932,631650
883305,72007,60660,151437,183382,120821,107395,93694,54600,39309,467444,49184,6570,317204,4015,38888,1,10.2,7.5,87596,110601,562022,13545,147.0,279.6,243.8,8.016435378,182564,35077,28886,67258,17872,128455
752660,110359,114972,105966,102200,93439,90114,71729,41463,22418,500416,62512,14881,128220,6012,40619,3,13.6,7.4,105351,63567,306816,19571,84.5,279.6,243.8,6.830766555,238078,34534,34614,66030,17092,182599
284010,27047,35931,46854,32740,29742,34502,39249,24466,13479,252186,5829,3980,11330,530,10155,3,8.9,8.4,34200,70626,136769,4151,93.9,279.6,243.8,2.577533029,87874,14743,14700,22537,6945,63417
769545,87183,85932,97296,116585,106880,104562,86580,51609,32918,462008,21123,6766,231957,11600,36091,2,11.4,6.9,51830,122930,444868,10007,163.4,279.6,243.8,6.984006389,200387,30855,26186,58053,15505,131400
446527,55640,63801,82510,53736,47747,50174,45537,28363,19019,381389,10857,9618,26926,1139,16598,3,12.0,7.3,54029,75646,208261,8437,100.5,279.6,243.8,4.052456219,109649,20408,19989,33512,10194,87978
1937570,231605,237135,278072,302185,270163,252777,186657,109920,69056,1028134,54961,23245,742295,8965,79970,1,11.5,5.9,139074,125933,1021522,27282,167.4,279.6,243.8,17.5844184,426522,67657,57548,143158,35804,289010
274255,28639,37554,45391,31690,32292,35086,35297,19001,9305,238965,3959,5092,14226,549,11464,3,9.9,7.1,32027,84213,135634,6984,111.9,279.6,243.8,2.489001517,62929,12721,13091,20316,6334,46273
180040,21206,21174,21673,22287,18990,23915,25329,16817,8649,158162,2165,5702,5545,399,8067,4,11.1,11.9,26919,53908,70546,3669,71.6,279.6,243.8,1.633953193,52083,10904,11516,15832,4876,37627
2987,272,245,238,262,297,448,627,413,185,2783,19,75,22,4,84,6,10.7,15.3,392,52308,1201,77,69.5,279.6,243.8,0.027108521,1039,239,231,335,101,702
43724,4781,4953,4267,4653,4371,5623,7725,5043,2308,37631,647,2226,688,154,2378,6,10.4,12.8,7396,47560,16244,1166,63.2,279.6,243.8,0.396817204,14232,3211,3241,4500,1387,9918
446610,54344,54360,62573,62122,53688,60006,53549,30343,15625,266678,66167,5677,72129,4549,31410,3,11.6,8.1,34281,82808,201553,8168,110.0,279.6,243.8,4.053209485,125524,19834,19582,38175,10260,94273
499942,51841,58528,60663,64748,60711,68685,69886,42717,22163,434068,10269,10951,22794,2025,19835,3,9.5,8.8,48846,81002,255161,7187,107.6,279.6,243.8,4.537224103,138277,25091,25187,40587,12111,101642
549815,81339,82006,77981,75205,66308,65496,52992,31085,17403,458862,19001,10916,33424,5073,22539,3,14.1,7.4,84744,59616,227940,15598,79.2,279.6,243.8,4.989846562,163760,26086,27606,44773,12740,131934
96807,13487,13859,13217,12641,11232,11853,10012,6513,3993,70515,2639,2282,16450,392,4529,4,13.9,8.4,13011,57879,42085,3392,76.9,279.6,243.8,0.878572022,29364,4995,5158,8696,2351,19731
63916,8320,8410,7528,7332,6966,8722,8115,5619,2904,57718,637,2145,912,144,2360,5,12.1,10.1,10749,47572,24176,1450,63.2,279.6,243.8,0.58006972,22722,4221,4555,6289,1864,16605
12535,1124,1212,1041,1254,1307,1886,2527,1520,664,10906,87,654,180,28,680,6,8.2,12.9,2656,40680,4439,268,54.1,279.6,243.8,0.113761405,4630,1071,1084,1492,443,3129
465861,78108,78615,67743,62907,53850,49612,39377,23120,12529,410842,10228,12876,18593,1077,12245,3,15.0,6.6,102451,48763,184940,19649,64.8,279.6,243.8,4.227921954,138599,22248,23820,42445,11444,113055
54539,4951,5153,6055,6349,5731,7236,9402,6406,3256,49268,1109,1256,759,157,1990,5,8.2,10.3,6417,56500,20357,982,75.1,279.6,243.8,0.494968747,17014,3758,3726,5265,1627,12207
850967,103676,113043,116704,109144,107012,115910,95692,56705,33081,715662,20232,15895,66975,2464,29739,3,11.0,7.3,76206,84170,409662,16066,111.9,279.6,243.8,7.722951828,221125,38571,36831,63672,19164,156883
220408,25266,34509,47314,27505,23920,23432,19948,11676,6838,163630,6596,3947,33107,1263,11865,2,10.9,6.2,42311,67804,103956,4562,90.1,279.6,243.8,2.000313016,56520,8848,8967,15603,4515,42673
78041,12429,10985,11764,11427,8458,8771,7832,4334,2041,61101,3420,2280,5864,396,4980,4,16.0,6.7,13256,47504,27215,1863,63.1,279.6,243.8,0.708261171,22156,3658,4022,6143,1732,15872
511868,73891,74370,72978,83206,68304,60063,44984,22781,11291,440318,20171,11654,22372,1108,16245,2,13.6,6.0,46711,70199,260542,9369,97.6,285.7,262.5,7.998549749,138673,18745,19988,30901,9703,114332
16683,2296,2790,3089,2037,1581,1756,1642,982,510,14559,353,884,274,42,571,6,12.4,6.7,2954,42897,8095,352,59.6,285.7,262.5,0.26069183,4685,809,796,1323,404,3624
651215,82715,84591,90450,100417,88625,81460,68797,36246,17914,499651,74075,7461,42147,1885,25996,2,12.2,6.4,52474,76665,351003,11689,106.6,285.7,262.5,10.1760133,158097,23641,24067,39382,12223,116987
13765,1325,1391,1156,1455,1470,2057,2748,1623,540,12660,107,477,165,18,338,6,10.1,7.1,1525,53337,6692,236,74.1,285.7,262.5,0.215094589,3850,861,782,1162,383,2685
3585,434,432,374,376,341,458,520,354,296,3364,39,70,14,0,98,6,10.9,13.4,678,38294,2188,41,53.2,285.7,262.5,0.056019913,1180,273,260,335,114,771
5882,450,517,981,887,874,743,699,460,271,5008,464,205,83,7,115,6,6.1,8.5,1353,37659,1953,64,52.3,285.7,262.5,0.091913285,2010,402,383,594,176,1456
326078,31384,45674,58334,41412,41736,41136,36669,19586,10147,294110,3820,2768,16149,242,8989,3,8.2,5.8,30699,83591,188303,5519,116.2,285.7,262.5,5.095358774,58146,12104,11518,17331,6072,40147
69267,8062,9397,9219,10126,10404,8628,7047,4185,2199,60960,1049,548,4656,87,1967,2,10.2,5.6,3364,96924,38651,1165,134.7,285.7,262.5,1.082379726,14889,2376,2198,3473,1179,11611
20027,1586,1744,2194,2509,2371,2753,3584,2239,1047,18815,348,326,174,17,347,6,7.2,8.3,2023,56168,9447,261,78.1,285.7,262.5,0.312945829,6107,1271,1185,1654,554,4016
1876,286,237,170,224,181,260,275,138,105,1789,17,24,17,1,28,6,12.3,9.6,230,54504,1145,21,75.8,285.7,262.5,0.029314744,509,107,105,140,46,361
9605,754,837,901,1206,1364,1635,1735,895,278,9068,108,114,97,6,212,2,7.4,6.3,686,74019,5891,184,102.9,285.7,262.5,0.150089614,2543,492,453,680,223,1901
8200,1125,1241,919,916,840,1005,1089,700,365,7519,77,325,82,15,182,6,11.0,8.6,1747,38777,3901,179,53.9,285.7,262.5,0.128134808,2494,526,452,867,253,1774
3828,367,428,366,367,337,530,708,494,231,3375,78,204,58,10,103,6,8.9,7.6,964,31557,1828,82,43.9,285.7,262.5,0.059817079,1467,360,293,571,165,944
5858,353,416,1140,1098,1007,744,555,357,188,4828,626,203,72,1,128,6,3.9,6.7,1341,35880,1466,67,49.9,285.7,262.5,0.091538257,2178,374,377,577,168,1650
4954,347,405,369,383,443,777,1314,698,218,4680,74,59,26,1,114,6,6.3,7.5,576,55242,2029,77,76.8,285.7,262.5,0.077412176,1532,382,348,498,162,1037
30953,3221,3571,2924,3181,3201,4111,5326,3565,1853,29377,252,414,261,29,620,6,9.6,12.6,4429,46786,14266,585,65.0,285.7,262.5,0.483677648,9339,2312,2243,2971,978,6412
