TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,Urban_rural_code,R_birth_2018,R_death_2018,POVALL_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
14612,1865,1830,1495,1620,1541,2078,2029,1205,949,13937,93,226,131,6,219,6,13.4,11.8,1505,59787,8442,345,85.1,302.7,265.0,0.330719088,4851,892,750,1248,368,4019
66523,7832,9870,10060,8129,7710,8607,7392,4288,2635,59438,3851,460,1544,76,1154,5,11.7,7.8,5718,67024,35832,1020,95.3,302.7,265.0,1.505640971,18136,3198,2735,4547,1377,15700
9414,1225,1399,953,1013,1112,1185,1188,750,589,9028,86,78,74,3,145,6,12.4,11.1,815,63503,5594,132,90.3,302.7,265.0,0.213070729,3156,513,426,711,214,2501
15150,1913,2079,1616,1567,1807,2393,1989,1084,702,14045,98,298,425,4,280,6,11.2,8.6,1261,60239,7724,265,85.7,302.7,265.0,0.342895851,4893,818,709,1188,341,3933
199754,20575,24466,29803,23430,21076,26215,28686,15649,9854,184321,3277,4776,2314,102,4964,3,9.8,10.3,28232,53833,98202,3755,76.6,302.7,265.0,4.521110091,62175,11791,9577,15343,4793,45612
147381,21345,22690,15985,20862,21651,21207,13293,6851,3497,125636,7153,1618,9334,147,3493,2,12.6,4.5,7563,101427,80758,2062,144.3,302.7,265.0,3.335731582,38151,5031,4384,8182,2358,31863
96036,13469,14302,11490,13879,13476,13403,9155,4590,2272,89482,2749,556,1240,34,1975,2,12.6,5.7,6098,81850,50069,1631,116.4,302.7,265.0,2.173620196,27322,3596,3390,5459,1633,23158
15028,1832,2048,1605,1767,1726,2255,1864,1117,814,14517,127,71,104,7,202,2,10.3,7.9,1052,66209,8205,268,94.2,302.7,265.0,0.340134578,4942,810,710,1188,341,3940
159256,20227,23099,27068,19089,16672,19821,16817,10033,6430,140758,11143,667,3760,142,2786,4,12.7,6.3,18879,60843,87241,2643,86.6,302.7,265.0,3.604503082,43540,7330,6296,10300,3228,36276
36803,4877,5119,4023,4647,4256,5053,4343,2614,1871,34412,1262,180,402,17,530,5,11.4,8.8,3491,65323,19958,605,92.9,302.7,265.0,0.832976635,11351,1885,1602,2725,808,9674
9753,1111,1664,1811,1072,892,963,1059,598,583,9016,105,165,215,5,247,6,11.6,7.8,986,61929,5328,129,88.1,302.7,265.0,0.220743448,2946,482,403,674,208,2280
9345,1179,1160,923,1092,981,1275,1253,812,670,8890,105,71,40,69,170,6,12.0,11.5,936,51552,4853,184,73.3,302.7,265.0,0.211509025,3341,610,508,828,247,2651
24582,3319,3020,2498,2555,2513,3448,3569,2322,1338,23678,178,157,132,68,369,6,13.4,7.8,3017,58113,13062,525,82.7,302.7,265.0,0.556373981,8415,1618,1384,2162,645,6762
3308,378,379,335,318,320,477,466,325,310,2997,19,212,7,2,71,6,10.6,10.3,418,49773,1703,57,70.8,302.7,265.0,0.074871253,1203,231,182,307,93,866
21645,2535,2560,2147,2422,2374,3219,3105,2075,1208,20994,159,75,157,3,257,4,11.1,8.5,1578,63633,11934,361,90.5,302.7,265.0,0.489899716,8129,1265,1032,1755,513,6435
13773,1937,1882,1452,1454,1458,1758,1762,1175,895,13141,163,109,70,1,289,6,14.4,13.4,1924,46312,5611,306,65.9,302.7,265.0,0.311729674,4805,862,751,1180,354,3728
18691,2231,2540,2143,2433,2275,2402,2395,1364,908,17676,422,137,163,7,286,6,10.3,7.6,1633,58335,8636,366,83.0,302.7,265.0,0.423040684,5463,1000,867,1424,420,4365
259201,33254,36288,28642,33651,33836,37956,30003,16689,8882,222609,12619,1403,16051,183,6336,2,10.8,6.5,10755,95840,138416,3558,136.3,302.7,265.0,5.866597198,69284,10308,8362,16716,4704,55529
10980,1517,1424,1259,1210,1137,1427,1416,854,736,10432,138,147,132,7,124,6,14.2,9.9,1152,51962,6284,225,73.9,302.7,265.0,0.248514617,3663,691,578,990,285,2904
6254,759,797,615,726,711,958,832,494,362,5975,40,113,27,0,99,5,12.7,12.7,572,61387,3451,107,87.3,302.7,265.0,0.141549218,2135,361,299,513,150,1742
50825,4866,7302,10334,5356,4971,6053,6156,3527,2260,47613,948,234,1367,7,656,5,9.0,8.8,6126,56076,28051,753,79.8,302.7,265.0,1.150342023,16593,2607,2210,3709,1104,13292
136349,19985,21134,14435,18617,18864,18758,13074,7639,3843,129175,2178,606,1822,63,2505,2,12.8,6.2,6639,87377,72455,2219,124.3,302.7,265.0,3.086040028,38764,5256,4695,7922,2317,32848
9795,1241,1289,1053,1117,1004,1339,1329,758,665,9108,69,387,62,8,161,6,11.7,11.1,1124,56528,5218,161,80.4,302.7,265.0,0.22169405,3401,594,497,823,245,2637
31192,3440,3423,3881,4138,3743,4328,4375,2413,1451,13965,16581,156,160,8,322,5,11.1,13.0,8478,33392,10506,696,74.6,191.3,174.8,1.033978564,14068,2662,2838,4882,1161,10272
36925,4373,4856,4603,4415,4678,4896,4336,3239,1529,31592,4573,160,148,12,440,5,11.1,12.4,6559,40010,15456,667,89.4,191.3,174.8,1.224020854,14890,2672,3051,4011,1021,10866
12326,1366,1410,1269,1219,1284,1808,1996,1274,700,7161,5002,43,18,3,99,5,10.0,12.0,2706,38092,4200,270,85.1,191.3,174.8,0.408592581,5601,1091,1176,1867,443,4136
18365,2462,2589,2150,2001,2124,2290,2275,1543,931,10131,7955,63,71,4,141,6,12.6,12.3,4272,36761,6534,393,82.2,191.3,174.8,0.608778415,7692,1382,1530,2332,582,5841
8271,932,1042,987,935,1009,1248,1026,730,362,5185,2930,35,7,3,111,2,12.3,11.7,1807,35184,2907,171,78.6,191.3,174.8,0.274174041,3563,655,749,1101,263,2559
31333,4306,4374,4685,3953,3367,3812,3643,2215,978,10680,20069,50,286,17,231,5,13.4,12.9,8715,33116,11708,764,74.0,191.3,174.8,1.03865255,12662,2255,2483,4414,1041,9323
14436,1719,1958,1653,1594,1786,1991,1887,1145,703,10071,4114,51,22,3,175,6,10.2,11.5,3026,39176,5719,257,87.6,191.3,174.8,0.478536629,6361,1126,1294,1849,451,4214
9911,903,1125,1068,1092,1143,1457,1500,1107,516,6495,3259,24,24,2,107,5,8.0,10.0,1710,42588,3397,196,95.2,191.3,174.8,0.328538136,4017,809,849,1302,322,2986
17171,2335,2301,2333,2037,1933,2200,2010,1259,763,9082,7629,62,80,8,310,6,12.9,11.6,3383,37429,6687,349,83.7,191.3,174.8,0.569198702,7032,1251,1424,2185,529,5576
8278,955,1026,916,917,958,1163,1088,798,457,5624,2481,28,34,3,108,6,10.5,13.4,1668,38479,3610,182,86.0,191.3,174.8,0.274406083,3608,647,698,1069,260,2547
9002,1036,1464,1767,912,862,939,1096,560,366,1078,7748,21,72,4,79,5,12.2,10.5,2827,29631,2681,271,66.2,191.3,174.8,0.298405842,4262,690,760,1432,339,3287
15604,1765,2013,1841,1745,1766,2147,2116,1455,756,9981,5403,75,35,1,109,5,12.0,12.2,3351,41495,5604,334,92.7,191.3,174.8,0.517254473,6740,1167,1276,1950,475,4648
19386,2267,2560,2576,2316,2199,2472,2550,1563,883,7690,11424,49,66,1,156,6,11.1,12.5,4170,38121,7356,470,85.2,191.3,174.8,0.642623379,8621,1413,1524,2681,630,6816
22628,3524,3295,3142,2571,2334,2819,2636,1477,830,4875,17429,40,110,11,163,5,15.2,12.6,7893,29380,8088,592,65.7,191.3,174.8,0.750091913,9851,1689,1852,3307,790,7122
28543,3538,4088,3681,3333,3115,3807,3625,2189,1167,13256,14780,74,109,5,319,3,11.4,11.4,7364,38664,10637,614,86.4,191.3,174.8,0.946167291,12527,2033,2215,3815,877,9499
18853,2539,2545,2419,2339,2184,2448,2206,1409,764,11705,6811,38,80,9,210,6,13.0,12.1,4910,36083,7926,362,80.7,191.3,174.8,0.624955048,8081,1327,1482,2225,544,5615
182001,23822,27590,23458,24365,25884,23442,17989,10792,4659,123191,52730,549,2719,137,2675,2,11.9,7.7,16255,68126,86596,3384,152.3,191.3,174.8,6.033121717,64726,8615,9523,15826,3648,49382
75036,9814,10115,14471,9823,8122,8607,7170,4422,2492,44419,28395,275,781,67,1099,4,12.8,10.1,17341,39061,32269,1494,87.3,191.3,174.8,2.487356229,30173,4381,4705,7433,1818,23706
7788,894,1100,818,834,927,1046,1092,691,386,4946,2709,23,8,2,100,6,10.7,9.6,1551,39508,2599,167,88.3,191.3,174.8,0.258163153,3177,590,632,971,240,2261
24250,3669,3299,3429,2903,2958,3102,2532,1727,631,21748,1924,131,177,1,269,6,14.8,10.9,3802,47246,8327,565,105.6,191.3,174.8,0.803859328,9030,1443,1704,2232,547,6447
13586,1320,1599,2136,2042,1990,1700,1403,961,435,9931,3460,49,22,1,123,6,9.7,10.0,2485,42022,4025,264,93.9,191.3,174.8,0.450360117,5864,837,961,1370,331,4439
21055,2718,2754,2757,2331,2548,2832,2587,1677,851,11667,8996,64,100,6,222,5,12.8,13.3,4621,39633,9181,410,88.6,191.3,174.8,0.69794879,8637,1487,1630,2627,629,6678
47334,4975,5710,5388,5433,5706,7078,6751,4329,1964,41605,3901,319,439,32,1038,3,9.4,10.2,8181,49843,17902,937,111.4,191.3,174.8,1.569067111,18615,3296,3613,4983,1273,13731
206650,27283,27883,29211,27576,24323,26930,23100,13746,6598,140765,53058,1001,5937,213,5676,3,13.0,9.5,40288,45355,82662,3917,101.4,191.3,174.8,6.850207431,76043,12522,13834,20643,5107,57548
237085,30865,34367,37247,30927,26706,29119,26175,13928,7751,60386,172342,260,1812,63,2222,3,12.5,9.0,44204,44776,104257,5037,100.1,191.3,174.8,7.859092325,95497,13064,14157,26999,6451,77956
17622,2409,2792,2703,1975,1810,2224,1910,1142,657,2855,14545,31,44,1,146,6,13.3,13.4,5515,26449,5193,507,59.1,191.3,174.8,0.584148828,7855,1413,1633,2882,688,6433
8257,1101,1257,980,983,835,1147,1028,597,329,1847,6258,18,31,5,98,6,11.3,13.2,3015,28542,2113,193,63.8,191.3,174.8,0.273709958,3969,703,802,1392,329,3006
1308,78,125,273,165,141,205,161,89,71,463,828,4,6,2,5,6,10.6,6.8,409,26936,344,34,60.2,191.3,174.8,0.04335868,725,132,150,238,56,548
23517,2724,3299,3238,2670,2924,3079,2648,1935,1000,21431,1637,78,114,3,254,5,11.0,10.8,3066,45720,9883,419,102.2,191.3,174.8,0.77956123,8971,1630,1874,2450,618,6521
143277,17206,19414,18053,18445,18302,19767,16907,10427,4756,105048,31193,684,3307,143,2902,3,11.3,9.7,25348,51771,55479,3246,115.7,191.3,174.8,4.749466103,52412,8466,9193,14265,3459,39660
16428,2023,1990,2084,1743,1860,2216,2238,1496,778,7434,8782,42,22,8,140,5,11.8,11.5,3098,36987,5749,357,82.7,191.3,174.8,0.544569115,7258,1295,1365,2344,553,5424
7106,944,817,984,891,789,992,896,469,324,969,6051,17,9,2,58,6,12.1,11.3,2388,28024,1733,265,62.6,191.3,174.8,0.235555645,3536,647,718,1320,311,2744
11234,1276,1159,1433,1151,1314,1527,1629,1159,586,4320,6738,32,31,5,108,6,10.5,14.1,2885,31739,3838,275,70.9,191.3,174.8,0.372394049,5274,990,1072,1832,435,3977
68461,9402,9964,8510,8298,7794,8431,8185,5092,2785,46688,20258,480,344,28,663,5,12.8,11.7,13223,42435,24391,1222,94.8,191.3,174.8,2.269402618,27496,4638,5029,7585,1857,21181
10027,940,1501,1541,1022,1141,1214,1227,837,604,3444,6121,353,18,0,91,5,9.1,10.9,2427,33437,3198,256,74.7,191.3,174.8,0.332383401,4849,872,923,1573,379,3545
54793,5494,8678,12622,6931,5855,5535,5203,3030,1445,39857,12852,189,1197,47,651,5,9.9,7.6,8801,49381,27121,1095,110.4,191.3,174.8,1.816324296,17221,2632,2911,4398,1167,13776
62447,8356,8435,8501,9227,8176,7603,6447,3821,1881,47425,12976,196,958,59,833,4,12.5,6.9,8666,58377,29401,1109,130.5,191.3,174.8,2.070045504,20956,3141,3376,5126,1313,16920
75317,9430,10207,10010,9177,8904,9658,9088,5571,3272,40371,33242,247,646,45,766,5,12.2,11.0,18243,40077,29012,1538,89.6,191.3,174.8,2.496671053,27187,5024,5325,8324,2161,20823
12455,1623,1673,1386,1469,1431,1740,1610,1033,490,8243,4014,33,50,2,113,6,12.8,12.4,2329,40510,4331,274,90.5,191.3,174.8,0.412868781,5119,881,974,1448,354,3726
22763,2855,3479,2929,2858,2718,2794,2667,1538,925,11278,9614,1503,109,2,257,6,12.4,11.8,5335,37212,7538,389,83.2,191.3,174.8,0.754567006,9764,1686,1921,2946,702,7702
85202,11649,11890,11102,10931,10732,11178,9171,5593,2956,57219,25842,237,776,26,1102,5,13.5,11.6,10977,51088,38731,1566,114.2,191.3,174.8,2.824347319,31549,4811,5415,8115,2029,23109
28919,4406,4500,4352,3391,3088,3291,3107,1740,1044,6783,21615,131,174,2,214,5,15.3,12.2,9655,29244,9559,692,65.4,191.3,174.8,0.958631254,11485,2037,2296,4027,968,9448
34205,4311,4530,4152,4164,4397,4487,4239,2559,1366,23279,10355,83,139,12,337,5,12.0,12.2,6422,43478,13972,691,97.2,191.3,174.8,1.133856014,13193,2274,2554,3953,944,10099
58930,7591,7870,8724,7357,6668,7565,6883,3988,2284,31103,26420,171,553,42,641,5,12.7,10.3,13276,44348,24110,1219,99.1,191.3,174.8,1.95346104,22614,3552,3960,6591,1571,17025
105630,13829,15332,13258,14263,14103,14258,11949,5736,2902,60829,40475,382,2848,80,1016,3,12.0,10.3,9750,75740,51353,1950,169.3,191.3,174.8,3.501511788,32731,4587,4744,8537,2131,26617
24715,3052,3164,3010,3052,2992,3215,3067,1957,1206,16418,7833,67,98,12,287,6,11.5,13.5,6500,36408,9609,521,81.4,191.3,174.8,0.819273538,11465,2052,2323,3226,803,8264
35451,3998,4402,4823,4000,4263,5138,4809,2732,1286,17966,16841,153,95,16,380,2,10.8,12.4,7019,40285,13861,730,90.0,191.3,174.8,1.175159466,14917,2476,2747,4659,1067,11122
35564,4130,4706,4248,4076,4330,4832,4538,3001,1703,24199,10860,95,90,5,315,6,11.3,11.9,5750,44681,14597,754,99.9,191.3,174.8,1.178905285,14951,2554,2803,4371,1037,10949
10023,1226,1223,1197,1039,1034,1424,1343,1015,522,5329,4512,38,70,2,72,6,12.6,12.0,2265,36311,3834,213,81.2,191.3,174.8,0.332250806,4288,814,859,1403,341,3181
29125,4271,4591,3589,3420,3385,3435,3367,1939,1128,17272,6212,5007,129,19,486,6,14.3,13.0,7701,36236,9797,510,81.0,191.3,174.8,0.965459915,11970,2058,2397,3462,822,8955
21443,2881,3350,2781,2340,2718,2520,2396,1588,869,13215,6652,1210,105,8,253,6,13.4,13.1,4399,40792,8012,410,91.2,191.3,174.8,0.710810539,8552,1460,1627,2382,602,6046
10535,1453,1373,1472,1268,1131,1358,1298,730,452,2795,7593,33,28,3,83,6,15.0,12.0,3001,32167,3586,259,71.9,191.3,174.8,0.349223011,4607,770,862,1526,358,3625
49599,5064,7448,15527,5319,3930,4350,4046,2460,1455,28662,18629,115,1547,42,604,5,11.5,7.1,12296,39130,21460,1061,87.5,191.3,174.8,1.64414923,18519,2394,2641,4229,1127,15126
34178,4658,4624,4608,4100,3987,4541,4073,2388,1199,16596,17045,101,66,2,368,6,14.1,12.5,7391,39198,12200,770,87.6,191.3,174.8,1.132960995,15243,2398,2661,4260,997,12137
55387,6680,7469,6785,6161,6682,7469,7206,4806,2129,46748,6908,382,253,48,1048,5,10.9,11.8,9761,45268,22214,1098,101.2,191.3,174.8,1.836014706,21175,3806,4150,5770,1446,15605
11931,1428,1524,1502,1340,1443,1668,1529,996,501,9385,2293,57,29,10,157,4,10.9,9.8,2597,39687,4100,255,88.7,191.3,174.8,0.39549879,5180,921,1063,1423,357,3911
39563,5510,5920,5049,4433,4629,4750,4748,2908,1616,17576,21174,160,263,14,376,5,13.4,13.3,11814,33983,13739,833,76.0,191.3,174.8,1.311467489,16375,2946,3280,5383,1283,12197
31833,4475,4680,3910,4103,3846,4201,3393,2065,1160,26161,4881,193,126,17,455,5,13.8,8.9,5185,44297,13864,559,99.0,191.3,174.8,1.055226969,12445,2004,2345,3223,800,9538
25315,3115,3269,3550,2972,2932,3301,2905,2075,1196,21170,3663,69,81,4,328,6,11.9,11.0,4808,41281,10722,485,92.3,191.3,174.8,0.839162841,11425,1986,2322,2999,757,7941
7051,868,922,940,733,884,979,884,556,285,1884,5030,22,18,3,94,6,11.9,14.6,2604,27767,2248,184,62.1,191.3,174.8,0.233732459,3422,622,712,1221,285,2472
153902,18789,20188,19300,22235,21342,19417,16842,10477,5312,116816,32667,337,2091,153,1838,3,11.2,7.9,14162,66296,73554,2595,148.2,191.3,174.8,5.10167251,55615,7786,8554,12996,3264,45755
28287,4271,3920,3627,3387,3448,3606,3140,1875,1013,16513,10862,208,167,125,412,6,16.5,12.1,7135,38034,12637,515,85.0,191.3,174.8,0.937681189,11822,2006,2350,3681,859,9181
4377,550,613,462,476,454,641,626,330,225,1205,3101,8,32,0,31,6,11.8,12.3,1444,28887,1568,118,64.6,191.3,174.8,0.145092465,2102,407,441,766,184,1531
26758,3221,3687,3396,3113,3191,3567,3403,2092,1088,16807,9423,97,128,38,265,3,10.9,11.9,5200,38173,10439,492,85.3,191.3,174.8,0.886996615,11601,2009,2288,3427,824,8582
16002,1905,2138,1908,1764,1896,2130,2075,1414,772,12006,3826,32,24,2,112,6,11.3,10.5,2660,46764,6456,296,104.5,191.3,174.8,0.53044771,6600,1181,1319,1863,461,4825
18717,2131,2956,2664,2165,2208,2404,2263,1363,563,14553,3718,102,84,9,251,6,11.1,9.6,3378,44622,6422,369,99.7,191.3,174.8,0.620446806,7420,1225,1429,1939,481,5402
25735,3012,3429,4205,3672,3234,3225,2740,1403,815,6358,19006,84,108,12,167,5,10.8,11.7,7041,31329,7226,611,70.0,191.3,174.8,0.853085353,12094,1785,2050,3771,839,9099
13987,1510,1521,2510,2042,1786,1674,1539,866,539,5649,7969,58,137,14,160,6,10.7,11.4,3852,32692,5114,285,73.1,191.3,174.8,0.463652801,6251,1060,1230,1981,474,4766
28759,3374,4486,3887,3387,3266,3835,3343,2185,996,19226,8959,82,103,13,376,2,11.9,10.5,4827,48082,11659,600,107.5,191.3,174.8,0.95332744,11512,1884,2109,3062,765,9333
21995,2843,3100,2890,2536,2698,2981,2492,1689,766,17748,3739,95,61,6,346,6,12.0,11.6,3652,39833,9033,410,89.0,191.3,174.8,0.729108698,8994,1517,1787,2386,589,6331
19454,2161,2444,2289,2118,2414,2742,2527,1838,921,18646,508,75,31,5,189,6,10.7,14.9,2912,41455,8068,393,92.7,191.3,174.8,0.6448775,7792,1564,1816,2209,570,5530
9944,1670,1502,1323,1366,1175,1131,1044,492,241,2004,7704,28,80,8,120,2,17.1,10.0,2599,33143,4240,237,74.1,191.3,174.8,0.329632048,3929,542,617,1176,266,3130
28606,3855,3939,3533,3523,3687,3618,3167,2120,1164,23320,4373,86,299,16,512,6,12.9,9.1,3779,46600,13540,494,104.2,191.3,174.8,0.948255668,10746,1862,2125,2843,728,8011
14465,1716,1908,1755,1672,1730,1829,1896,1203,756,7825,6289,69,66,16,200,6,11.8,12.1,3350,33566,4699,325,75.0,191.3,174.8,0.479497946,6690,1205,1320,2035,497,5068
46176,5870,6202,5873,5587,5522,6188,5965,3329,1640,22412,22739,158,409,13,445,5,12.7,11.4,8766,46049,19292,1113,102.9,191.3,174.8,1.530680757,19176,2951,3254,5451,1302,14340
45063,6550,6152,5939,5228,4955,5882,5869,2984,1504,11664,32612,120,324,23,320,5,13.2,13.3,14414,33991,15547,1180,76.0,191.3,174.8,1.4937861,18852,3232,3643,6548,1520,14552
20298,2741,2696,2638,2339,2359,2725,2403,1547,850,11844,8123,65,51,6,209,6,13.2,10.7,4318,37401,7103,403,83.6,191.3,174.8,0.672855119,8764,1390,1553,2475,576,6333
9788,1203,1341,1128,1195,1123,1399,1208,788,403,7756,1883,31,16,2,100,6,12.4,14.4,1764,43349,3713,194,96.9,191.3,174.8,0.324460829,3786,692,780,1071,273,2823
8792,981,1048,1269,1225,947,1177,1168,611,366,2488,6206,23,8,2,65,6,9.9,13.6,2325,29900,2530,235,66.8,191.3,174.8,0.291444586,4239,777,863,1437,343,3366
18165,2036,2496,2080,2101,2172,2348,2453,1548,931,9200,8509,224,57,7,168,6,10.1,12.9,3717,39498,6994,413,88.3,191.3,174.8,0.602148647,7974,1431,1520,2557,600,5789
12392,1488,1540,1486,1314,1504,1633,1770,1107,550,7355,4799,46,28,1,163,6,11.8,13.7,2208,39551,4865,254,88.4,191.3,174.8,0.410780404,5504,914,992,1645,375,3962
28248,3291,3491,4298,5101,3534,3233,2714,1604,982,11415,16252,142,157,6,276,3,10.5,9.8,8417,33111,8570,503,74.0,191.3,174.8,0.936388384,12530,1980,2228,3684,873,9852
25339,2483,4218,6429,2357,2186,2612,2423,1647,984,23395,753,83,578,17,513,5,10.5,7.5,5356,40395,10297,375,74.2,273.1,236.3,0.504591891,8559,1408,1700,1981,563,6060
17607,2145,2273,1931,2092,2156,2449,2347,1423,791,16975,194,69,105,6,258,4,10.2,10.2,1429,57459,9427,258,105.6,273.1,236.3,0.350619576,6015,1062,1192,1469,406,4180
5171,550,568,517,512,597,724,729,636,338,5044,27,21,14,3,62,6,9.8,15.0,600,49122,2702,69,90.3,273.1,236.3,0.102973467,1896,382,411,522,142,1364
25473,3098,3237,3218,3274,3110,3293,3157,1954,1132,22908,1781,145,131,24,484,5,13.1,10.5,3883,44340,10470,334,81.5,273.1,236.3,0.50726032,9326,1647,2018,2417,643,6994
35886,4403,4482,4097,3742,4057,5045,4974,3397,1689,33703,218,475,768,63,659,6,11.6,10.6,6658,42457,15129,463,78.0,273.1,236.3,0.714621122,14384,2816,3281,3955,1042,10737
11798,1379,1646,1357,1277,1257,1581,1589,1068,644,11145,86,172,66,7,322,6,10.3,10.3,2057,41583,5021,160,76.4,273.1,236.3,0.234941203,4434,896,1040,1232,332,3185
16320,1950,2195,1820,1898,1833,2320,2105,1350,849,15637,196,134,39,8,306,2,10.1,11.1,2267,45955,7657,303,84.5,273.1,236.3,0.324990712,5824,1122,1326,1594,422,4443
19278,1724,1920,1531,1568,1890,2864,3717,2771,1293,18580,102,153,86,12,345,6,8.0,15.8,3834,40025,6820,323,73.6,273.1,236.3,0.383895279,8280,1946,2086,2621,687,5742
12169,1347,1493,1250,1320,1478,1854,1755,1115,557,11816,73,97,29,3,151,4,8.8,11.9,1871,44233,5300,198,81.3,273.1,236.3,0.242329165,4985,972,1182,1353,353,3693
180005,20699,24610,41027,23845,19239,19139,17362,8985,5099,146291,17437,791,9599,164,5723,4,11.4,6.3,28584,55136,94908,2206,101.3,273.1,236.3,3.584555955,50908,7711,8958,12068,3379,42028
88571,11087,11186,12354,11977,10399,11641,10254,5979,3694,78363,5275,651,1433,371,2478,4,12.4,9.9,13117,52506,43251,1319,96.5,273.1,236.3,1.763771592,33720,5361,6356,8492,2101,23474
42639,5493,5445,5080,5123,4962,5607,5320,3517,2092,38484,2402,314,338,15,1086,5,12.8,13.2,8567,38067,17297,830,70.0,273.1,236.3,0.849097977,16843,3193,3889,4601,1216,12235
9108,1084,1299,1012,958,1046,1284,1195,767,463,8764,57,66,29,4,188,2,10.7,9.8,1281,47591,4266,138,87.5,273.1,236.3,0.181373493,3427,653,756,907,243,2465
44889,5021,5807,6388,5765,5419,6297,5442,3132,1618,41214,2017,256,358,25,1019,4,10.0,9.3,4795,53970,20469,618,99.2,273.1,236.3,0.893903682,15922,2559,3066,3923,1001,12066
45815,4189,4703,3962,4327,4544,6810,8665,6221,2394,44198,339,303,298,27,650,6,8.0,11.9,5712,48580,17795,783,89.3,273.1,236.3,0.912343719,17940,3851,4199,5474,1420,11877
78753,9172,10623,13339,9456,8550,9482,9129,5423,3579,69088,6114,289,1450,40,1772,4,10.9,9.0,10334,51962,38906,1102,95.5,273.1,236.3,1.56825941,26592,4455,5114,6595,1784,20824
8743,1075,1125,972,887,1028,1185,1130,856,485,8399,156,26,16,12,134,6,12.0,13.6,1060,47049,4536,147,86.5,273.1,236.3,0.174105012,3312,643,746,917,241,2314
6054,757,794,636,638,711,855,858,542,263,5816,20,76,8,1,133,6,13.1,16.0,1355,34134,2384,129,62.7,273.1,236.3,0.120557216,2295,450,533,628,167,1664
104954,13416,14343,11905,12871,13231,14655,12294,7832,4407,95989,4517,745,914,118,2671,2,11.5,9.5,8427,71374,52726,1660,131.2,273.1,236.3,2.090016865,35014,5819,6529,8363,2252,25706
14165,1857,1855,1410,1362,1501,1840,2024,1472,844,13652,60,125,62,5,261,6,13.8,14.1,2502,37288,5495,196,68.5,273.1,236.3,0.282076804,5407,1164,1324,1569,424,3785
7451,907,935,720,725,764,1023,1097,729,551,7121,179,32,23,0,96,6,10.4,14.3,967,48421,3655,105,89.0,273.1,236.3,0.148376581,2874,560,612,770,208,2100
86983,11752,12105,9858,12089,11349,10960,9732,6198,2940,83220,724,666,640,52,1681,3,11.5,7.6,7388,58057,42495,1124,106.7,273.1,236.3,1.732148722,29034,4562,5437,6766,1828,21579
6842,846,851,705,713,762,1038,949,584,394,6672,28,17,31,1,93,5,10.5,9.4,1001,46832,3064,123,86.1,273.1,236.3,0.13624917,2580,504,582,687,184,1863
246365,32028,32703,32305,35801,32840,31510,26002,15329,7847,213534,17209,1594,6104,914,7010,2,12.2,7.4,17153,68943,130999,3904,126.7,273.1,236.3,4.906025543,80390,11147,12829,17725,4704,63032
20470,2504,2739,2237,2359,2500,2978,2632,1570,951,19556,281,145,93,13,382,2,12.3,11.5,1793,58641,10510,342,107.8,273.1,236.3,0.407632346,7182,1278,1456,1811,482,5262
76796,9259,9817,9940,10401,9487,10258,9141,5471,3022,64290,9528,300,1054,52,1572,4,11.6,8.9,6362,62817,37273,956,115.4,273.1,236.3,1.529288404,26221,4040,4611,6402,1668,21548
17603,1960,2230,2625,2173,1986,2326,2117,1352,834,15699,1245,106,110,12,431,6,10.3,10.4,2242,52513,7194,230,96.5,273.1,236.3,0.350539921,6339,1075,1246,1560,419,4775
23957,2786,3141,2671,2671,2727,3510,3220,2149,1082,23188,135,167,73,22,372,6,10.2,12.3,3741,42774,10407,425,78.6,273.1,236.3,0.477071231,9642,1924,2354,2658,706,6819
7569,789,924,707,782,857,1084,1208,757,461,7213,40,74,39,3,200,6,9.9,14.4,1245,41381,3479,97,76.1,273.1,236.3,0.150726391,3003,665,762,910,242,2176
16762,2118,2169,1759,1776,1822,2410,2403,1481,824,16164,59,156,47,12,324,3,12.9,12.3,2750,38765,6693,273,71.2,273.1,236.3,0.333792544,6485,1284,1535,1770,470,4852
8313,1102,1212,905,823,927,1046,1118,788,392,8066,57,40,22,7,121,6,13.3,10.4,1212,51255,3926,122,94.2,273.1,236.3,0.165542144,3062,602,688,809,218,2169
12630,1193,1189,1835,1942,1880,1755,1358,836,642,10879,1476,69,49,14,143,4,9.4,7.2,1470,48920,4677,152,89.9,273.1,236.3,0.251509356,5439,853,984,1258,322,4005
15441,1881,1897,1515,1722,1672,2251,2129,1489,885,14768,97,175,121,9,271,6,10.6,13.7,3082,39392,5994,205,72.4,273.1,236.3,0.307486617,5997,1277,1499,1745,467,4277
13373,1566,1579,1220,1395,1378,1860,2137,1457,781,12861,58,114,43,1,296,6,11.2,12.2,2593,36762,4780,229,67.6,273.1,236.3,0.266305196,5687,1274,1481,1702,454,3941
